,smiles,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,score,tpsa
20,CC(CNc1ccc(C#N)cc1)NC(=O)c1ncc(-c2ccoc2)s1,18,0,4,2,1,18,8,1,0,0,2,1,3.505180000000001,96.39090000000002,0.7083175757417567,3.1803658455575388,0.0,90.95
21,COC(=O)CNc1nnc(S(=O)(=O)c2ccc(C3=CCC(=O)CC3)cc2)s1,17,0,3,5,2,19,10,0,0,0,1,2,2.0921999999999996,99.14350000000002,0.7239660027177123,2.8818168525262813,-7.4,115.32
22,CN1c2cc(Cl)ccc2CC1COc1cccc([N+](=O)[O-])c1,16,0,2,3,1,17,7,0,0,0,1,2,3.688100000000002,85.93840000000003,0.6370325378645395,2.7585596787264635,-6.7,55.61
23,CC(C)NC(=O)COc1ccccc1N1CCC(=O)C1C(C)C,18,0,2,3,0,19,5,0,0,0,1,1,2.3938000000000006,90.81170000000006,0.8748118229962224,2.880605481255829,-5.9,58.64
24,CCn1nccc1C(=O)NC(C)c1ccco1,12,0,3,2,0,13,5,0,0,0,2,0,1.987,62.49020000000003,0.8780211656672033,2.7501994604522224,-5.5,60.06
25,O=S(Cc1ccccc1)c1cccc(Cl)c1C(F)(F)F,14,3,0,1,2,14,7,0,0,0,0,2,4.6666000000000025,73.00840000000002,0.8036740050844279,2.8481170481289784,-6.0,17.07
26,CCC(CNc1ncc(OC)cc1N1CC(=O)c2ccccc21)N1Cc2ccccc2C1,26,0,4,2,0,26,10,0,0,0,2,3,4.630900000000004,126.82520000000002,0.592128019519579,3.286070272372368,-7.5,57.70000000000001
27,CC(O)C(C)[NH+](C)C1Cc2ccccc2C1,14,0,1,1,0,14,3,0,0,0,1,1,0.43780000000000063,65.66750000000005,0.7588468389290667,4.406037134669566,-6.0,24.67
28,Cc1csc(C(=O)Nc2cccc(Cl)c2)c1C,13,0,1,1,2,12,6,0,0,0,1,1,4.270640000000002,73.19820000000003,0.8631727763791733,2.091462326521409,-5.2,29.1
29,CCOC(=O)Nc1ccccc1C(=O)NC1CC1C,14,0,2,3,0,15,5,0,1,0,0,1,2.3932,72.12190000000004,0.8751093651269112,2.5796967163316253,-6.3,67.42999999999999
30,CC(=O)n1c(-c2ccccc2)nnc1S(=O)(=O)c1ccccc1,16,0,3,3,1,14,11,0,0,0,1,2,2.4380000000000006,83.65230000000003,0.7377281363147857,2.26777409250046,-6.7,81.91999999999999
31,O=C1CNC(=O)N1c1ccc(S(=O)(=O)Nc2ccccc2)cc1,15,0,3,4,1,15,10,0,0,0,1,2,1.5436000000000003,84.57720000000002,0.8308755799237038,2.045490068831821,-6.2,95.58000000000001
32,Cc1nc(COC(=O)Cc2ccccc2-c2ccccc2)no1,18,0,2,3,0,16,9,0,0,0,1,2,3.3309200000000017,84.41300000000004,0.6763893425417041,2.0567062482895633,-7.6,65.22
33,COc1cncc(C(=O)N2CC[NH2+]CC2[NH3+])c1,11,0,4,2,0,14,4,0,0,0,0,2,-2.322599999999997,60.16100000000002,0.6060592285986292,4.473736960452222,-5.1,86.68
34,CCNc1cccc(CC(=O)N2CCOC(C)(C3CCOC3)C2)c1Br,19,0,2,3,1,23,4,0,0,0,1,2,3.0774000000000017,101.87270000000005,0.8094383803326972,3.7130453461785144,-6.3,50.80000000000001
35,C=C(C)N1CCC(c2ccc(NC(=O)C3CC3)cc2)CC1=O,18,0,2,2,0,18,6,0,1,0,0,2,3.274700000000002,86.29770000000005,0.9271155302867818,2.7924319766559265,-5.2,49.410000000000004
36,CC(NC1NC(N)(c2ccccc2)c2ccccc21)c1ncno1,18,0,5,1,0,19,8,0,0,0,2,2,2.1820000000000004,89.57680000000003,0.6823923710228021,4.218891253521043,-7.4,89.0
37,O=C([O-])CC([NH2+]C1CC1)C(=O)N1CCOCC1,11,0,2,4,0,16,2,0,1,0,0,1,-2.9203999999999954,55.75840000000003,0.5593604504302665,4.353691420354023,-5.4,86.28
38,CC(Cc1ccccn1)[NH2+]C1CC(=O)N(Cc2ccccn2)C1,18,0,4,1,0,18,7,0,0,0,1,2,0.7721,87.38740000000004,0.8570583481096384,3.8645515217590374,-6.3,62.7
39,Cn1nnnc1SCc1cc(Cl)ccc1NC(=O)N1CCCC1,14,0,6,1,2,19,6,0,0,0,2,1,2.783500000000001,89.63670000000005,0.8561156231013528,2.2888670457011067,-7.1,75.94
40,C=C(C(=O)N1C(C)CCC1(C)[NH3+])c1cc(C)cc(F)c1,16,1,2,1,0,16,5,0,0,0,1,1,2.11632,77.00610000000003,0.8270143173175536,4.221884847644787,-6.4,47.95
41,Cc1nn(C)c(C)c1CCC(=O)NCC(C)Sc1ccccn1,17,0,4,1,1,18,6,0,0,0,1,1,2.6615400000000005,93.56870000000005,0.7920393139643658,2.9125546227393446,-6.1,59.81
42,CCN1CC(=O)Cc2cccc(C(=O)NCC(O)c3ccc(F)cc3)c21,20,1,2,3,0,20,8,0,0,0,0,3,2.2405999999999997,96.73300000000002,0.8620950729922795,2.9575022126485617,-7.0,69.64
43,CC(=O)CSC(C)C(=O)N1CCCC1c1ccccc1O,16,0,1,3,1,17,5,0,0,0,1,1,2.7664000000000013,84.39580000000004,0.9085301755565844,3.094388434659395,-6.3,57.61
44,CC1OCCN(C(=O)NCC(O)c2cccc(F)c2)C1C,15,1,2,3,0,18,4,0,0,0,0,2,1.6778999999999997,76.34050000000003,0.8918373215339267,3.418430133623671,-6.1,61.8
45,O=C(COc1ccccc1NC(=O)c1csc2c1CCC=C2)Nc1ncn[nH]1,19,0,5,3,1,21,10,0,0,0,2,2,3.0954000000000006,106.57660000000003,0.5942117953407536,2.8339092332180105,-7.9,109.0
46,Cc1ccncc1NC(=O)c1cn(Cc2ccc(F)cc2)nn1,16,1,5,1,0,16,9,0,0,0,1,2,2.42122,82.45120000000003,0.8028975245433606,2.1249495631836233,-6.5,72.7
47,CC1C=CC(C(=O)N(Cc2ccccn2)C2CC2)CC1,17,0,2,1,0,17,5,0,1,0,0,2,3.174900000000002,78.83700000000005,0.7872988679900613,3.513688544841334,-5.5,33.2
48,NC(=O)c1cc(NC(=O)C2CC23CCCCC3)ccn1,15,0,3,2,0,17,5,0,1,0,0,2,2.0894,75.00960000000002,0.8838543144249627,3.3170733542342026,-7.0,85.08
49,COc1ccc(S(=O)(=O)NCCn2cc(C)cc2C)cc1S(N)(=O)=O,15,0,3,5,2,17,9,0,0,0,1,1,0.7394400000000001,93.46170000000004,0.7258215051619985,2.4986597321582735,-6.0,120.49000000000001
50,CCc1cnc(CN2CC(C)(CC)C2=O)s1,12,0,2,1,1,14,3,0,0,1,1,0,2.4640000000000004,65.30700000000003,0.7549418328066161,3.553475322491467,-5.3,33.2
51,CC(CNC1C[NH2+]C(c2ccccc2)C1)c1cccs1,17,0,2,0,1,17,5,0,0,0,2,1,2.518200000000001,85.11710000000005,0.8690122223531512,4.244689081949842,-5.8,28.64
52,CC(C)NC(=O)CCSc1nc(C(C)(C)C)nc2onc(C(C)C)c12,18,0,4,2,1,21,5,0,0,0,1,1,4.045500000000003,101.00770000000007,0.6151465381061472,2.9377502028815794,-6.3,80.91000000000001
53,CC1CCCC(NC(=O)C(=CC2CC2)c2ncccn2)C1,17,0,3,1,0,18,5,0,1,0,0,2,2.964900000000001,82.29570000000004,0.8653029311044322,3.4789168961978563,-6.7,54.88
54,Cc1ccc(C(=O)NC(CC(=O)[O-])C(C)C)nc1,13,0,2,3,0,13,5,0,0,0,0,1,0.2844199999999997,64.69020000000003,0.812449232591188,3.1328377276805037,-5.9,82.12
55,CC(C)N1C(=O)NC(=O)C1N1CCN(c2ccccc2F)CC1,16,1,4,2,0,20,5,0,0,0,1,2,1.2339999999999995,84.48770000000005,0.8514337015524411,3.006875055431655,-6.7,55.89000000000001
56,CC1CCCN(S(=O)(=O)c2cccc(NC(=O)C3CC3c3ccoc3)c2)C1,20,0,2,4,1,22,8,0,1,0,1,2,3.442400000000002,101.78450000000004,0.8508489530484388,3.303949686094322,-7.1,79.62
57,Cc1cnn(CC(C)Sc2ccccc2)c1[N+](=O)[O-],13,0,3,2,1,14,6,0,0,0,1,1,3.280520000000002,75.37940000000003,0.47780315580795235,3.2271534658226857,-6.1,60.959999999999994
58,Cc1cccc(OC(=O)C2CCN(C(=O)NC(C)C3CCCO3)CC2)c1,20,0,2,4,0,23,5,0,0,0,1,2,2.889520000000001,98.07870000000005,0.6621775648193318,3.025338544855127,-6.5,67.87
59,Cc1cc(-c2cccs2)c(NC(=O)CN2CCNC(=O)C23CCCCC3)s1,20,0,3,2,2,24,6,0,0,0,2,2,3.858220000000002,111.39740000000005,0.8149171395359209,3.3789710445917,-6.9,61.440000000000005
60,Cc1c(NC(=O)CCSc2nnc3n(C)c(=O)c4ccccc4n23)cccc1[N+](=O)[O-],20,0,6,4,1,23,11,0,0,0,1,3,2.9187200000000013,117.53810000000001,0.278719336912421,2.4637132526740153,-7.3,124.43
61,CCc1ccc(Oc2ccc(NC(=O)c3cccs3)cc2)cc1,19,0,1,2,1,16,9,0,0,0,1,2,5.355100000000004,94.60820000000002,0.6866101883189856,1.704832080666142,-5.8,38.33
62,Cc1ccc(OC(=O)Cn2cnn(N)c2=S)c(C)c1,12,0,4,2,1,14,6,0,0,0,1,1,1.35033,72.75240000000001,0.39684279380927634,2.8318110737020312,-6.1,75.07000000000001
63,Cc1cc(CC[NH+]2CCCC2)cc(CNC(=O)c2ccc[n+]([O-])c2)c1,20,0,3,2,0,20,7,0,0,0,1,2,0.7796200000000004,96.25290000000004,0.6030269342232231,3.6330550823304897,-6.6,60.480000000000004
64,Nc1nc(C(=O)NC(c2ccc(C(F)(F)F)cc2)C2NCCC2N)n[nH]1,15,3,7,1,0,22,6,0,0,0,2,1,0.5659999999999998,86.8294,0.5346696507629647,4.057737554379301,-7.9,134.73999999999998
65,CCC(Cn1ccnc1)N1CCCC(c2ccc(F)cc2)C1,18,1,3,0,0,19,5,0,0,0,1,2,3.6804000000000023,86.25400000000005,0.8397589860193438,3.1609660079524424,-6.3,21.060000000000002
66,Cc1cccc(NC(=O)C2CCCN(C(C)(S)S)C2)c1,15,0,2,1,2,17,4,0,0,0,0,2,3.1788200000000026,90.48270000000004,0.5917108051601523,2.9601273977793277,-5.7,32.34
67,NC1NCC(c2ccccc2NC(=O)c2c(C(=O)NC3CC3)oc3occc23)C1=O,21,0,4,5,0,25,9,0,1,0,3,1,1.7109999999999994,107.08950000000003,0.5037926077365371,4.055826539273108,-7.9,139.6
68,Cc1ccc(NC(C#N)CC2CCNC2=O)c(C(=O)Nc2ccc(Cl)cc2Cl)c1,21,0,4,2,2,22,8,1,0,0,1,2,4.384400000000002,114.3516,0.6327529368036161,3.3528584536971673,0.0,94.02000000000001
69,Cc1ccccc1S(=O)(=O)c1ccc(Cl)cc1NCC[NH2+]C1CCCCC1C,22,0,2,2,2,22,8,0,0,0,0,3,4.0352200000000025,114.78490000000006,0.6630394455880598,3.8246494377603852,-6.5,62.78
70,CC1C(=O)Oc2ccccc2N1CC(=O)N1CCCCC1c1noc(-c2ccccc2)n1,24,0,4,4,0,26,10,0,0,0,1,4,3.604300000000003,116.92400000000002,0.4596265406852673,3.368829881685196,-8.0,88.77
71,CCC(=O)NCc1csc2c1NC1(NCCCC1C(=O)[O-])S2,14,0,3,3,2,20,4,0,0,0,2,1,0.6952000000000002,84.40110000000003,0.7468844514882772,5.057037247296121,-6.6,93.29
72,CNC(=O)COc1ccc(F)cc1CN1CC[NH+](Cc2ccccc2)CC1,21,1,3,2,0,22,7,0,0,0,0,3,0.8512000000000008,102.08140000000004,0.7576632360981579,3.1171448967492648,-7.4,46.01
73,COC(=O)c1ccc(Nc2cc[nH+]c(N(C)C)c2)cc1,15,0,3,2,0,14,7,0,0,0,0,2,2.0968999999999998,78.38890000000004,0.8659623567524284,3.042256180006823,-6.1,55.71
74,CS(=O)(=O)NC(C(=O)N1CCCCC1)c1ccoc1,12,0,2,4,1,15,5,0,0,0,1,1,0.8823999999999994,69.85950000000004,0.8908641267986501,3.035723857694964,-6.4,79.62
75,COc1ccccc1C1CCCN(C(=O)C2CC[NH2+]C2)CC1,18,0,2,2,0,20,4,0,0,0,1,1,1.3746000000000003,85.93240000000004,0.9166789354233257,3.635261681029367,-6.2,46.15
76,COc1cccc(C)c1SCC(=O)N1CCCC1,14,0,1,2,1,15,4,0,0,0,1,1,2.7181200000000008,74.26900000000003,0.7839827487594182,2.0729050187520954,-5.3,29.54
77,O=C(NCc1nc[nH]n1)C(=O)Nc1ccc(-c2cccs2)cc1,15,0,5,2,1,16,9,0,0,0,2,1,1.7880999999999994,86.6141,0.6360582445543216,2.6609110703331904,-5.9,99.77000000000001
78,C=CC(C)c1cccc(N2CC(=O)C(C(=O)OC3CCCS3(=O)=O)C2)c1,19,0,1,5,1,20,8,0,0,0,2,1,2.0593,98.66480000000004,0.4438609615598302,4.408674092840839,-6.9,80.75
79,Cc1cccc(COc2ccc(-n3ncn(C)c3=S)cc2)n1,16,0,4,1,1,16,8,0,0,0,1,2,3.222710000000001,86.67500000000003,0.693930745928601,2.459943137406537,-6.3,44.870000000000005
80,COc1ccc(CC(=O)NC2CCCc3nc(N)ncc32)cc1,17,0,4,2,0,18,7,0,0,0,0,3,1.8036999999999996,86.96410000000003,0.8982415612548458,2.668433752984102,-6.9,90.13
81,CC(C)(C#N)CN1COCc2ccccc21,13,0,2,1,0,13,3,1,0,0,0,2,2.5304800000000007,62.83800000000004,0.7618105559945109,2.868803859963716,0.0,36.260000000000005
82,CN(C(=O)c1ccccc1NC(=O)Cc1c(F)cccc1F)C1CC1,19,2,2,2,0,19,8,0,1,0,0,2,3.3804000000000016,90.24920000000003,0.9039306736317007,2.055920801394034,-6.6,49.410000000000004
83,O=C(NCC(c1ccccc1Cl)C1CCCCC1)c1cnoc1-c1ccccc1F,24,1,2,2,1,24,9,0,0,0,1,3,6.228000000000005,114.99820000000004,0.5080317051958234,3.0695420903949504,-7.4,55.13
84,O=C(C1Oc2cccnc2C1O)N1CCN(C2CCOCC2)CC1,17,0,3,4,0,23,4,0,0,0,1,3,0.1991999999999996,85.60680000000005,0.8332906469728398,3.4974945412941647,-6.5,75.13000000000001
85,Cc1ccccc1OC(=O)Cn1cc(CN2CCOCC2)c(-c2cccs2)n1,21,0,3,3,1,23,8,0,0,0,2,2,3.357820000000002,108.45000000000003,0.4715828808100416,2.451882028715197,-6.6,56.59
86,CC1COCCN1C(=O)C(c1noc(C(C)(O)O)n1)C(C)(S)S,13,0,3,5,2,21,3,0,0,0,1,1,0.13360000000000027,87.19960000000002,0.44478292479618475,4.4225028721947535,-6.0,108.92
87,COc1cc(C)c(C)c(C(=O)N2CCOC(C(=O)N3CCOCC3)C2)c1,19,0,2,5,0,23,5,0,0,0,0,3,1.01184,95.51050000000005,0.8028538895187353,2.830608851215475,-6.2,68.31
88,CCn1ncc(C(=O)Nc2ccccc2S(=O)(=O)N2CCCCC2)c(C)c1=O,19,0,4,4,1,21,9,0,0,0,0,3,1.9985199999999999,105.91300000000007,0.8212858645968875,2.3818696748401766,-6.6,101.37
89,COc1ccc(N2C(=O)N(CC3CCCO3)C3(C(=O)c4ccco4)C=NC=CC23)cc1,23,0,3,5,0,26,9,0,0,0,3,2,3.297600000000002,113.73850000000004,0.6684871148142597,4.190940614671884,-6.9,84.58
90,Cc1cnn(-c2ccccc2F)c1C(=O)N(C)C,13,1,3,1,0,13,6,0,0,0,1,1,2.0216199999999995,66.27650000000003,0.813936823821802,2.2789177807799827,-6.2,38.13
91,CC(C)(C)N1CC(=O)Cc2cccc(N3CC[NH2+]CC3[NH3+])c21,17,0,4,1,0,20,4,0,0,0,0,3,-0.6318999999999952,87.93350000000005,0.7257159474956082,4.84239364122087,-5.8,67.80000000000001
92,Cn1nc(CCNc2cc(Oc3ccc(Cl)cc3)cc[nH+]2)[nH]c1=S,16,0,5,1,2,18,8,0,0,0,1,2,3.3920900000000014,95.11010000000002,0.6593426996133521,3.6163391585050686,-6.9,69.00999999999999
93,Cc1cncc(S(=O)(=O)NC(Cc2ccccc2)c2ncon2)c1,16,0,4,3,1,16,10,0,0,0,1,2,2.0353199999999996,86.48050000000003,0.7346202012843026,3.0660763431368014,-7.0,97.98
94,COCC(=O)NCc1ccc(C[NH+]2CCCC2)cc1,15,0,2,2,0,16,4,0,0,0,1,1,0.12790000000000123,73.79940000000005,0.7658794016074937,3.3595060064615794,-5.9,42.769999999999996
95,O=C(COc1ccc(F)cc1)N1CCCC1,12,1,1,2,0,13,4,0,0,0,1,1,1.8268999999999997,57.70900000000004,0.7819627029926182,1.541709679361709,-5.8,29.54
96,NC(Cc1ccsc1)C(=O)N1CCCCC1,12,0,2,1,1,14,3,0,0,0,1,1,1.6304,66.42940000000003,0.8697032768197365,2.557986663324547,-5.4,46.330000000000005
97,CC(C)c1ccc(C(F)(F)F)c(NC(=O)c2oncc2-c2ccncc2)c1,19,3,3,2,0,20,9,0,0,0,1,2,5.131100000000004,93.2202,0.6862985627968454,2.6405955002995594,-7.5,68.02000000000001
98,O=Cc1ccc(F)cc1C(=O)N1CCC2(CCCCC2)CC1,18,1,1,2,0,19,5,0,0,0,0,3,3.8247000000000027,82.44300000000004,0.7787915593320663,2.8330418127215005,-6.6,37.38
99,CCc1nn(CC(=O)NN=Cc2cccc([N+](=O)[O-])c2)c2c1CC(C)CC2,19,0,5,3,0,21,8,0,0,0,1,2,2.628800000000001,101.62710000000006,0.4801667046697889,3.1030798424739796,-6.8,102.42
100,CC(O)CN(CC(=O)[O-])C(=O)c1ncc(N)c2ccccc12,15,0,3,4,0,16,7,0,0,0,0,2,-0.6100999999999992,78.74670000000003,0.7600357012594513,3.3342948896445765,-6.5,119.57999999999998
101,C[NH+](C)Cc1cccc(CNC(=O)Nc2ccccc2)c1,17,0,3,1,0,15,7,0,0,0,0,2,1.6527999999999996,85.25710000000004,0.7679723155532086,2.5762613127398613,-6.5,45.57
102,Cc1c(N)c[nH]c1-c1cc(Br)cc([N-]S(=O)(=O)c2ccccc2)c1,17,0,3,2,2,16,10,0,0,0,1,2,4.728920000000002,99.72489999999999,0.6576937690031078,3.489229130052016,-6.6,90.05000000000001
103,CCN(CC)c1ccc(NC(=O)C2CCCCC2)cc1,17,0,2,1,0,17,4,0,0,0,0,2,4.051600000000003,85.20770000000006,0.8781286634369277,1.7892858358772674,-5.1,32.34
104,CC(CNC(=O)C=CC(F)(F)F)c1ccccc1,13,3,1,1,0,13,5,0,0,0,0,1,3.0248000000000017,63.06170000000003,0.8252444971214081,2.7467134733633927,-6.5,29.1
105,CC(C)n1ccnc1CC(=O)N1CCc2ccc(O)cc2C1,17,0,3,2,0,18,6,0,0,0,1,2,2.2970000000000006,83.54380000000003,0.945796629339445,2.5468104539609513,-5.9,58.36
106,Cc1cn(C(C)(C)[NH+](C)C)cc1C(=O)NC1CCCCC1,17,0,3,1,0,19,3,0,0,0,1,1,1.696119999999999,85.64090000000006,0.8707998815980322,3.382258195330955,-6.1,38.47
107,Cc1cc(C)cc(NC(=O)N(C)Cc2cccnc2)c1,16,0,3,1,0,14,7,0,0,0,0,2,3.3623400000000023,80.63870000000004,0.9282247204173106,1.9540276085782509,-6.5,45.230000000000004
108,CC(CC(=O)N1CCNC1(C)c1ccccc1)Oc1ccccc1,20,0,2,2,0,19,7,0,0,0,1,2,3.1487000000000016,94.65870000000005,0.9184818677392212,3.258670260357711,-6.5,41.57000000000001
109,CC(C)C1C(=O)NCCN1C(=O)Nc1ccccc1C(O)C(F)(F)F,16,3,3,3,0,21,5,0,0,0,0,2,2.2706000000000004,84.81720000000001,0.7743918741344011,3.4053931801398027,-6.6,81.67
110,CN(C(=O)C[NH3+])C(C)(C)N1CCC(=O)C1,10,0,3,2,0,13,2,0,0,0,1,0,-1.3023999999999973,55.80110000000003,0.6345303150554131,4.051329568508059,-5.0,68.26
111,Cc1ccc(C(C)[NH2+]CCC(=O)c2nc3ccccc3cc2C)cc1,22,0,2,1,0,18,9,0,0,0,0,3,3.7490400000000026,101.81390000000003,0.6984423632250021,3.402312703629045,-6.2,46.57
112,Cn1c2ccccc2c2cc(NC(=O)C(=O)[O-])c(O)cc21,15,0,2,4,0,15,8,0,0,0,1,2,0.7254999999999994,75.72650000000002,0.508111579436173,2.6225680236151927,-7.3,94.39
113,CC(C)OC(=O)C1(N)NCC(c2ccccc2)SC1C,15,0,2,2,1,17,4,0,0,0,0,2,2.0591999999999997,82.38510000000004,0.8355002925469283,4.090805573593791,-6.3,64.35
114,O=C(Cn1cccc1)NC1CCCC(Nc2ccccc2)C1,18,0,3,1,0,18,6,0,0,0,1,2,3.0276000000000014,88.68340000000005,0.8908448123909773,2.9312327867985957,-6.6,46.06
115,[NH3+]C=C(Cc1cc(Cl)ccn1)C(=O)N1CCCCC1,14,0,3,1,1,15,5,0,0,0,0,2,1.4157999999999993,74.35310000000003,0.8513728581684052,3.0702976614732354,-6.7,60.84
116,Cc1ccccc1C(NCC(=O)NN)C(C)C,13,0,3,1,0,13,4,0,0,0,0,1,1.27162,69.09080000000003,0.4088838342052783,2.6676850373753,-6.4,67.15
117,Cc1ccc(OC(C)Sc2nnc(C3(O)CC3)n2C2CC2)cc1,17,0,3,2,1,21,5,0,2,0,1,1,3.419920000000002,88.54980000000003,0.6490474314816376,3.3292611131239624,-6.2,60.17000000000001
118,O=C(NCC(CO)[NH+]1CCCC1c1ccncc1Cl)c1ccccc1,19,0,3,2,1,20,7,0,0,0,1,2,1.2456999999999998,96.70070000000003,0.7259419697523362,4.28575737801536,-6.9,66.66
119,CNC(=O)C(C)NC(=O)CN1C(C#N)=CCC(=O)C1c1ccccc1[N+](=O)[O-],18,0,5,5,0,20,8,1,0,0,0,2,0.5688800000000003,97.53480000000003,0.5375160646382472,3.7369612657724787,0.0,145.44000000000003
120,CCN1C(=O)SC(C)(C)C1=C(C[NH3+])c1cc(C)cc(OC)c1,17,0,2,2,1,18,5,0,0,0,1,1,2.9239200000000016,91.85210000000005,0.9274275784962326,3.514729093823002,-5.2,57.18000000000001
121,Cc1ccc(OC(C)C(=O)Nc2ccnc(C)c2)cc1,16,0,2,2,0,14,7,0,0,0,0,2,3.104440000000001,78.87270000000004,0.9283678829759873,2.252985349827279,-6.5,51.22
122,O=C([O-])CNC(=O)c1ccc2c(c1)OCCCO2,12,0,1,5,0,14,5,0,0,0,0,1,-0.6724000000000001,59.38920000000003,0.7681238527540276,2.459771987077888,-6.4,87.69
123,NC(=O)C(C[NH+]1CCC(n2nc3c(cc2=O)CCCC3)CC1)NC(=O)c1ccccc1F,23,1,5,3,0,27,8,0,0,0,0,4,-0.23509999999999587,115.82230000000004,0.5736000519541536,3.9713057262485165,-7.2,111.51999999999998
124,Cc1[nH]cc(C(=O)NC2CCCCC2Nc2ncc3ccsc3n2)c1N,18,0,6,1,1,22,7,0,0,0,2,2,3.0631200000000005,104.49000000000004,0.5642983917806085,3.6848810729216552,-6.6,108.72
125,CC1CSc2ccccc2N1CCC(=O)N1CCNc2ccccc21,20,0,3,1,1,21,7,0,0,0,0,4,3.836000000000003,105.87570000000004,0.9094627345659211,3.0402647391297197,-6.3,35.580000000000005
