,smiles,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,score,tpsa,rank
128,O=C(Oc1ccc(Cl)cc1)c1ccc(F)cc1,13,1,0,2,1,11,7,0,0,0,0,2,3.6983000000000015,62.81050000000002,0.6000929767811043,1.4089588895328653,-6.4,26.3,0
127,Nc1n[nH]c(C(O)(O)CN2CCN(C(=O)c3ccccc3)CC2)n1,15,0,6,3,0,20,6,0,0,0,1,2,-1.0176999999999978,85.69620000000002,0.5270706329807622,2.6270221705058567,-7.3,131.59999999999997,0
126,O=C([O-])C1=C2SC(S(=O)(=O)c3ccc(C4[NH+]=c5ccccc5=[NH+]4)cc3)=NN2C(=O)NC1,19,0,5,5,2,22,13,0,0,0,2,3,-4.422399999999997,104.48890000000002,0.42488333105229686,4.522818214091908,-7.3,146.91,0
125,CC(O)(O)C1CCC([NH3+])(C2(C[NH3+])[NH2+]CCC2([NH3+])c2ccccc2)[NH2+]1,17,0,5,2,0,23,3,0,0,0,2,1,-5.563600000000009,86.31270000000004,0.2729574061161232,6.424422040762968,-7.5,156.60000000000002,0
124,COCCNC(=O)c1ccccc1,10,0,1,2,0,9,4,0,0,0,0,1,1.0628,50.65120000000003,0.7018041608080617,1.3222468186158949,-5.5,38.33,0
123,CNC(=O)CN1CCN(C(=O)Cn2nnc(C)n2)CC1,11,0,7,2,0,17,4,0,0,0,1,1,-2.1282799999999957,69.64070000000002,0.6771547298662217,2.4079762349518763,-6.2,96.25,0
121,COC(=O)c1ccc(N)cc1,8,0,1,2,0,7,4,0,0,0,0,1,1.0554,42.19390000000001,0.4818862664217507,1.4385864901433845,-4.6,52.32,0
120,NC(=O)c1cccc(NC(=O)NCc2ccccc2)c1,15,0,3,2,0,13,8,0,0,0,0,2,2.1071999999999997,77.26030000000003,0.7937934611119067,1.5370647832456878,-6.6,84.22,0
119,CN(CC(=O)N(N)C(=O)C(O)O)C(=O)c1ccccc1,12,0,3,5,0,14,6,0,0,0,0,1,-1.7017999999999975,67.66850000000002,0.2613633317730535,2.5698028781200293,-6.8,124.17000000000002,0
118,CC(=O)NNC(=O)COc1ccccc1,10,0,2,3,0,10,5,0,0,0,0,1,0.23269999999999946,53.89640000000002,0.6987264537833553,1.6309265253973244,-6.2,67.43,0
117,COC(=O)CN1CCN(S(C)(=O)=O)CC1,8,0,2,4,1,12,3,0,0,0,0,1,-1.2633999999999976,54.87280000000003,0.5719935472221727,1.9690746572654554,-5.2,66.92,0
116,O=C(Cc1ccccc1F)Nc1ccc2c(c1)CN(C(=O)C1C[NH2+]CCO1)CC2,22,1,3,3,0,24,8,0,0,0,0,4,0.8538,105.69610000000004,0.814678936364,3.465641618814212,-9.5,75.25000000000001,0
115,Cn1c(=O)ccn(CC(=O)N2CCCC2C(=O)[O-])c1=O,12,0,3,5,0,16,5,0,0,0,1,1,-2.7121,65.68500000000002,0.62906468294,3.308426558618489,-6.7,104.44,0
114,COc1cccc2cc(C(=O)N3CCN(c4c(C)nn(-c5ccccn5)c4C)CC3)c(=O)oc12,25,0,5,4,0,27,11,0,0,0,1,4,2.9615400000000003,127.98550000000004,0.429127375666,2.60313065626124,-10.7,93.7,0
113,O=C(CCC1=c2ccccc2=[NH+]C1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,22,0,3,3,1,22,10,0,0,0,1,3,0.1446,110.94820000000006,0.727058589775,2.993815470971775,-8.4,80.45,0
112,O=C1NC(CC2=c3ccccc3=[NH+]C2)C(=O)N1Cc1nc(-c2ccc(F)cc2)no1,21,1,5,3,0,23,11,0,0,0,3,2,-0.7491,101.2114,0.5677385015399999,3.7710519047185582,-8.9,102.3,0
111,O=C1NC(=O)C(=Cc2ccc(OC(=O)c3cccc4ccccc34)cc2)C(=O)N1,22,0,2,5,0,19,13,0,0,0,0,4,2.8084,105.00690000000002,0.309940262784,2.2364002319938847,-9.9,101.57,0
110,O=C(Cn1c(=O)[nH]c2ccccc2c1=O)Nc1ccccc1,16,0,3,3,0,15,9,0,0,0,0,3,1.3285,83.9004,0.7727254286499999,1.737220060483459,-7.5,83.96000000000001,0
109,CCNC(=O)N1CCN2NC(C3[NH+]=c4ccc(OC)cc4=[NH+]3)=CC2C1,17,0,6,2,0,22,6,0,0,0,2,2,-4.4469,88.52180000000004,0.424620784801,5.081176819634637,-7.5,84.78,0
108,COc1ccc(CC(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)cc1,21,0,2,3,0,20,8,0,0,0,0,3,3.5025,101.52420000000002,0.875656088081,1.6717833356175067,-8.2,58.64,0
107,O=C(NCCNC(=O)c1ccccc1)Nc1ccccc1,16,0,3,2,0,14,8,0,0,0,0,2,2.2381,82.23860000000003,0.738258769288,1.488235802021073,-7.6,70.23,0
106,NC(=O)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,14,0,2,4,0,17,5,0,0,0,1,2,0.7528,70.38690000000004,0.8784725692470001,1.9474283459987247,-7.7,81.86000000000001,0
105,C=CCN1C(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)NC4=[NH+]CCC4)cc3)cc2C1=O,22,0,4,5,1,22,13,0,0,0,2,2,0.2721,116.79340000000003,0.437771989981,3.0737878962420915,-8.8,126.62,0
104,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,20,0,7,7,0,26,10,0,0,0,0,3,-0.7310999999999974,120.78230000000003,0.2131314822985315,3.6663309802999953,-8.8,219.84,0
103,O=C(c1cccc2cccnc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,20,0,3,3,1,19,11,0,0,0,0,4,2.3815,102.84730000000002,0.698836211891,1.9527312872818088,-8.6,70.58000000000001,0
102,NC(=O)c1cc(NC(=O)C=CC(=O)[O-])ccc1N1CCOCC1,15,0,3,5,0,17,7,0,0,0,0,2,-1.1333,80.76860000000002,0.696830459551,2.6105890518199875,-7.0,124.79,0
101,O=C(Cc1cccnc1)NNC(=O)NCc1cn(-c2ccccc2)nn1,17,0,7,2,0,18,10,0,0,0,1,2,0.7354,92.8141,0.596674588315,2.302611675698479,-8.5,113.83,0
99,NC(=O)C1CCN(C(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)CC1,18,0,4,4,0,21,7,0,0,0,0,3,0.1939,96.56110000000004,0.8130388908409999,2.174608625396221,-8.1,118.26,0
66,COCCNC(=O)c1cccc(C(=O)OC)c1,12,0,1,4,0,12,5,0,0,0,0,1,0.8494,61.99070000000003,0.618337219604,1.6016030793855616,-6.9,64.63,0
122,COc1ccc(CNC(=O)c2ccc(OC)cc2)cc1,16,0,1,3,0,14,7,0,0,0,0,2,2.633800000000001,77.15820000000004,0.9090447127041899,1.3562291557153259,-6.0,47.56,0
64,Cc1cc(C(=O)N2CCC(C)CC2)ccc1NC(=O)CNC(N)=O,17,0,4,3,0,19,6,0,0,0,0,2,1.47392,91.69630000000004,0.785070411795,2.0009971396543538,-8.3,104.53,0
29,COc1cccc(-c2nnn(CC(=O)N3CCCC3)n2)c1,14,0,5,2,0,17,6,0,0,0,2,1,0.9711,75.61900000000003,0.849590569036,2.053413103408211,-7.8,73.14000000000001,0
28,CCOC(=O)NNC(=O)CNC(=O)c1ccc(C)cc1,13,0,3,4,0,14,6,0,0,0,0,1,0.50212,71.81260000000003,0.713330620396,1.821738173013815,-7.2,96.53,0
27,Cc1csc(NC(=O)CNC(=O)N2CCC3=c4ccccc4=[NH+]C3C2)n1,18,0,5,2,1,21,8,0,0,0,2,2,-1.26138,98.02310000000004,0.665142438004,3.8341824065368657,-8.4,88.30000000000001,0
26,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,25,0,3,3,0,25,10,0,0,0,0,5,2.9652,118.75920000000002,0.6926908386730001,2.23728062667932,-10.3,73.48,0
25,O=C(NCc1ccc(Cl)cc1)c1ccccc1Cl,14,0,1,1,2,12,7,0,0,0,0,2,3.9234,74.07420000000003,0.8762250285780001,1.3987656522362588,-6.8,29.1,0
24,CCOC(=O)c1ccc(C(=O)OCC)cc1,12,0,0,4,0,11,5,0,0,0,0,1,2.04,58.35500000000003,0.734802612717,1.3993624613623157,-6.3,52.60000000000001,0
23,CNC(=O)CCc1ccc(C)cc1,11,0,1,1,0,9,4,0,0,0,0,1,1.67362,53.56670000000003,0.7534240111730001,1.4962205192395963,-6.5,29.1,0
22,CC(=O)c1cccc(OCC(=O)N2CCOCC2)c1,14,0,1,4,0,15,5,0,0,0,0,2,1.1268,69.34050000000003,0.7738823690009999,1.813772020447594,-7.6,55.84,0
21,COc1cc(C2[NH+]=c3ccc(C(=O)[O-])cc3=[NH+]2)ccc1C,16,0,2,3,0,15,8,0,0,0,1,2,-3.52008,70.62590000000002,0.6219766916030001,4.591567551846964,-8.0,77.3,0
20,NC(=O)C1CCN(C(=O)Cn2nc(-c3ccccc3)ccc2=O)CC1,18,0,4,3,0,19,8,0,0,0,0,3,0.6342,92.43140000000004,0.898724263993,2.0604638038906185,-8.0,98.29000000000002,0
19,O=C1C2CC3=c4ccccc4=[NH+]C3C(c3ccccc3)N2C(=O)CN1Cc1ccncc1,26,0,4,2,0,25,12,0,0,0,1,5,-0.3007,117.04170000000003,0.651219997231,4.226281141190464,-9.3,67.48,0
18,CCN1CC(=O)N(CC(N)=O)CC1=O,8,0,3,3,0,11,3,0,0,0,0,1,-1.8376,48.02840000000002,0.615393392554,2.6311433715549235,-6.3,83.71000000000001,0
17,Cc1nnc(NC(=O)CC2C(=O)NCCN2S(=O)(=O)c2ccccc2)s1,15,0,5,4,2,19,9,0,0,0,1,2,0.36442,95.02420000000004,0.7709022952689999,2.8432164381490885,-8.5,121.36,0
16,Cc1cc(C(=O)Nc2ccc3ccccc3c2)c2ccccc2n1,21,0,2,1,0,16,11,0,0,0,0,4,4.94872,98.38120000000002,0.544707665507,1.7134277490449623,-8.9,41.99,0
15,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc([O-])nn2)cc1,13,0,4,4,1,14,9,0,0,0,0,2,-0.8299,75.33040000000001,0.771337029863,2.569020204601637,-8.0,138.1,0
14,COc1ccc(S(=O)(=O)NC(CO)C(=O)[O-])cc1C,11,0,1,6,1,13,6,0,0,0,0,1,-1.6072799999999998,63.93330000000003,0.689820644046,2.900679706751569,-7.5,115.76000000000002,0
13,O=C1[NH+]=c2ccc(C(=O)NCc3cccc(Cl)c3)cc2=[NH+]C1=O,16,0,3,3,1,15,10,0,0,0,0,3,-3.2628,78.45960000000002,0.531195581587,3.5643961043347803,-7.8,91.18,0
12,CCC[NH+]1CCN(C(=O)Cn2cnc3ccc(S(=O)(=O)N4CCC(C)CC4)cc3c2=O)CC1,23,0,5,4,1,28,8,0,0,0,0,4,-0.0458,125.59450000000008,0.6496274611990001,3.3828177203360847,-8.2,97.02,0
11,O=C(C1CCN(S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)CC1)N1CCOCC1,19,0,3,5,1,23,8,0,0,0,0,4,0.7876,103.45050000000003,0.8271830442470001,2.281851006201125,-8.5,99.78,0
10,CS(=O)(=O)c1ccc(NC(=O)c2ccc(S(C)(=O)=O)cc2)cc1,15,0,1,5,2,13,11,0,0,0,0,2,1.7459,87.05680000000002,0.909709867161,1.6880313362492672,-7.9,97.38,0
9,CC(NC(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1)C(=O)N1CCC(C(=O)[O-])CC1,22,0,3,7,0,28,7,0,0,0,1,3,-0.6961,109.80770000000008,0.664130823117,3.415826556623161,-8.1,128.31,0
8,CN1NC(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)[O-])c2ccccc2C1=O,21,0,4,4,0,22,10,0,0,0,1,3,-3.4926,99.99960000000004,0.496598470308,4.6650339383750925,-8.1,115.54,0
7,CC(=O)c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,23,0,2,4,0,19,13,0,0,0,1,3,3.9421,108.4237,0.526953049388,1.8627776794949609,-9.1,83.55000000000001,0
6,CC[NH+]1CCC2=c3ccccc3=[NH+]C2C1c1c([O-])[nH]c(=O)[nH]c1=O,17,0,4,3,0,20,7,0,0,0,1,3,-4.5803,83.81180000000002,0.420523444983,5.770811344018783,-8.4,107.19,0
4,O=C([O-])CN1C(=O)NC(=Cc2cc3c(cc2Cl)OCO3)C1=O,13,0,2,6,1,17,7,0,0,0,2,1,-0.2887,70.80370000000002,0.625772242785,2.988324870427615,-8.1,108.0,0
3,Cc1cc(=O)oc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)ccc12,22,0,0,13,0,33,5,0,0,0,0,4,-2.8956799999999987,114.24960000000004,0.1989052928685223,4.390658261469947,-9.5,208.74,0
2,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,23,0,2,3,1,21,11,0,0,0,0,4,3.5569,113.71950000000004,0.685179815944,1.8691682182245213,-8.7,66.48,0
1,O=C([O-])CNC(=O)C(CC1=c2ccccc2=[NH+]C1)N1C(=O)N=C2C=CC=CC2C1=O,21,0,4,5,0,22,11,0,0,0,1,3,-3.6787,101.90140000000004,0.504665389485,5.049363009861343,-8.0,132.94,0
65,COc1cccc(-n2nc(C(=O)N3CCN(C(C)=O)CC3)c(=O)n(Cc3ccc(F)cc3)c2=O)c1,24,1,5,5,0,27,11,0,0,0,0,4,0.8945,124.30550000000004,0.544202253578,2.3512953814706457,-9.0,106.74,0
30,NC(=O)C1CCN(C(=O)C2CCN(C(=O)Cc3cccc(F)c3)CC2)CC1,20,1,3,3,0,23,6,0,0,0,0,3,1.3307,97.90640000000003,0.871304796894,2.08744843147365,-9.0,83.71000000000001,0
31,COc1ccc(S(=O)(=O)N2CCNC(=O)CC2)cc1,12,0,2,4,1,14,6,0,0,0,0,1,0.2058,69.37950000000004,0.881853886996,1.9382413963547047,-7.3,75.71000000000001,0
5,CC(C)(C)NC(=O)c1cccc(NC(=O)Nc2ccccc2)c1,18,0,3,2,0,16,8,0,0,0,0,2,3.8589,92.74460000000003,0.779616645842,1.6906224652815265,-8.5,70.23,0
33,O=C(O)Cc1ccccc1,8,0,0,2,0,6,4,0,0,0,0,1,1.3137,37.78180000000001,0.6651802326447549,1.2107567293128767,-5.8,37.3,0
63,O=C(O)CCCO,4,0,0,3,0,5,1,0,0,0,0,0,-0.1565,23.9556,0.5228516803190233,1.829931278831772,-4.6,57.53,0
32,NS(=O)(=O)CCCNC(=O)COc1ccccc1,11,0,2,4,1,12,6,0,0,0,0,1,-0.1398,67.53790000000002,0.6961689215819999,1.8189314259919127,-6.2,98.49,0
62,COC(=O)c1ccc(NC(=O)N2CCc3ccccc3C2)cc1,18,0,2,3,0,17,8,0,0,0,0,3,3.0634,87.35620000000003,0.857128986374,1.7877621505962118,-8.4,58.64,0
61,C=CCNC(=O)NC(=O)CN1CCN(c2ccc(CC)cc2)CC1,18,0,4,2,0,19,6,0,0,0,0,2,1.3828,96.21140000000004,0.7819602521,2.0793314465239554,-8.1,64.68,0
59,Cc1ccccc1Cn1cccc(C(=O)Nc2ccc(F)cc2)c1=O,20,1,2,2,0,17,10,0,0,0,0,3,3.59642,95.33620000000003,0.771559787301,1.847599665212396,-8.7,51.1,0
58,NC(=O)CC(NC(=O)Cn1cnc2ccccc21)C(=O)[O-],13,0,4,4,0,15,7,0,0,0,1,1,-1.8536,70.48210000000002,0.684028380592,2.987539264295826,-7.9,130.14,0
57,O=C(CCc1ccccc1)N1CCN(c2ccccc2)CC1,19,0,2,1,0,17,7,0,0,0,0,3,2.968,89.99800000000006,0.8569342439000001,1.5572026471275835,-7.7,23.550000000000004,0
56,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,16,0,0,3,0,12,8,0,0,0,0,2,3.4011000000000022,73.07830000000004,0.831821064493135,1.488964328139902,-7.8,54.37,0
55,Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,16,0,0,8,0,21,5,0,0,0,0,3,-0.7198800000000007,81.61620000000002,0.5396798890733685,3.5582988709547827,-8.1,129.59,0
54,COC(=O)COC(=O)c1ccc(S(C)(=O)=O)cc1,11,0,0,6,1,11,7,0,0,0,0,1,0.4199,61.85030000000003,0.753960955021,1.7426048490688384,-6.5,86.74000000000001,0
53,COc1ccc(S(N)(=O)=O)cc1C(=O)N1CCCCC1,13,0,2,4,1,15,6,0,0,0,0,2,0.9687,74.12170000000003,0.912986716628,1.8322058653215088,-7.6,89.7,0
52,NS(=O)(=O)c1ccc(CNC(=O)c2ccccc2Cl)cc1,14,0,2,3,2,13,9,0,0,0,0,2,1.9174,80.43740000000003,0.905324652115,1.6353420289202347,-8.1,89.25999999999999,0
51,O=c1c2cc3c(=O)n(O)c(=O)c3cc2c(=O)n1O,10,0,2,6,0,13,7,0,0,0,2,1,-1.6130000000000002,59.25499999999997,0.489572532482,2.7541985789807164,-7.3,118.6,0
50,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,18,0,6,5,2,25,9,0,0,1,1,2,-0.2255999999999989,110.6083,0.3718879665023989,3.651199500613528,-8.8,150.54,0
49,O=C(Nc1ccc(F)cc1F)c1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1,19,2,2,3,2,18,12,0,0,0,0,3,4.6713,103.0137,0.599165318374,1.83115310679284,-8.8,75.27,0
60,NC(=O)C1CCN(S(=O)(=O)c2ccc(S(N)(=O)=O)cc2)CC1,12,0,3,5,2,15,8,0,0,0,0,2,-0.78,78.49240000000003,0.7684604208069999,1.9800143610981,-7.6,140.63,0
47,Cn1c(CNC(=O)CCNC(=O)c2ccc3c(c2)OCO3)cc(=O)n(C)c1=O,18,0,4,6,0,22,8,0,0,0,1,2,-0.7509999999999999,98.28590000000004,0.7020916543610001,2.36739511862716,-7.9,120.66,0
48,CNS(=O)(=O)c1cccc(C(=O)Nc2ccc(NC(=O)C3CC3)cc2)c1,18,0,3,4,1,18,10,0,1,0,0,2,2.1955,98.43640000000002,0.7239647099600001,1.8155852586944297,-8.4,104.37,0
36,O=C([O-])CCNC(=O)CCN1C(=O)c2ccccc2C1=O,14,0,2,5,0,15,7,0,0,0,1,1,-1.0711,69.05970000000002,0.705830268216,2.3397722676470245,-6.9,106.61,0
38,NC(=O)CC(NC(=O)c1ccc(F)cc1)C(=O)[O-],11,1,2,4,0,12,6,0,0,0,0,1,-1.4506,56.47260000000001,0.706959334104,2.6997963815266584,-7.5,112.32,0
39,Cc1ccc(NC(=O)CCc2cccc(F)c2)c(C)c1,17,1,1,1,0,14,7,0,0,0,0,2,4.01384,79.26670000000003,0.862063820246,1.5896512349518763,-8.0,29.1,0
40,CNC(=O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)cc1,21,0,3,4,1,21,10,0,0,0,0,2,2.8632,111.45420000000004,0.779023703892,1.8897591053861404,-8.7,95.58,0
41,CNC(=O)CNC(=O)c1ccc(C(N)=S)cc1,11,0,3,2,1,11,6,0,0,0,0,1,-0.2034,68.72930000000001,0.668171723098,1.834111063445908,-7.2,84.22,0
37,O=C(Nc1ccc(-n2cnnn2)cc1)c1cccc(CN2CCCC2=O)c1,19,0,6,2,0,20,10,0,0,0,2,2,2.037,98.20020000000004,0.7531850947059999,2.1474548810201046,-9.3,93.01,0
42,CN(C(=O)COc1ccc(-c2ccccc2)cc1)c1ccccc1,21,0,1,2,0,16,10,0,0,0,0,3,4.3954,97.22500000000004,0.668315883838,1.6628873094845231,-8.3,29.540000000000003,0
